uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
PR;BR-277;BALSA NOVA;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;NÃO;0
PA;BR-316;SAO FRANCISCO DO PARA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;ENGAVETAMENTO;CÉU CLARO;SIMPLES;"RETA;EM OBRAS;DECLIVE";NÃO;0
ES;BR-262;IBATIBA;8;3;TERÇA-FEIRA;1;0;18;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"ACLIVE;RETA";NÃO;0
PR;BR-277;CANTAGALO;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"CURVA;INTERSEÇÃO DE VIAS";SIM;0
RJ;BR-101;CAMPOS DOS GOYTACAZES;8;3;SÁBADO;5;1;10;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-365;JOAO PINHEIRO;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
DF;BR-070;BRASILIA;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;SIM;0
MS;BR-163;SIDROLANDIA;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
BA;BR-116;ENCRUZILHADA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;CURVA;NÃO;1
MG;BR-381;CARMO DA CACHOEIRA;8;3;QUINTA-FEIRA;3;0;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;SOL;DUPLA;RETA;NÃO;0
MG;BR-251;SANTA CRUZ DE SALINAS;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;SOL;SIMPLES;CURVA;NÃO;0
PR;BR-476;ARAUCARIA;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;NÃO;0
MG;BR-381;BETIM;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;CURVA;NÃO;0
RS;BR-386;CARAZINHO;8;3;QUINTA-FEIRA;3;0;16;15H-17H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
CE;BR-116;RUSSAS;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-282;SAUDADES;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;SOL;SIMPLES;"DECLIVE;CURVA";NÃO;0
TO;BR-010;PALMAS;7;3;SEGUNDA-FEIRA;0;0;22;21H-23H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
CE;BR-116;ICO;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
PI;BR-316;TERESINA;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
BA;BR-324;SALVADOR;8;3;QUINTA-FEIRA;3;0;18;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-101;SANGAO;7;3;TERÇA-FEIRA;1;0;7;06H-08H;MANHÃ;AMANHECER;NEBLINA;ENGAVETAMENTO;NEVOEIRO/NEBLINA;MÚLTIPLA;RETA;NÃO;0
PA;BR-222;RONDON DO PARA;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;"ACLIVE;RETA";NÃO;1
RJ;BR-356;ITALVA;8;3;QUINTA-FEIRA;3;0;18;18H-20H;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;CURVA;SIM;0
RS;BR-153;TRES ARROIOS;8;3;QUINTA-FEIRA;3;0;18;18H-20H;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-101;ITABORAI;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;1
MT;BR-163;SINOP;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;RETORNO REGULAMENTADO";SIM;0
MS;BR-060;CAMPO GRANDE;8;3;QUINTA-FEIRA;3;0;19;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"ROTATÓRIA;DECLIVE";NÃO;0
CE;BR-116;MILAGRES;8;3;QUINTA-FEIRA;3;0;19;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
PB;BR-230;JOAO PESSOA;8;3;QUINTA-FEIRA;3;0;20;18H-20H;NOITE;PLENA NOITE;ESTACIONAR OU PARAR EM LOCAL PROIBIDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
BA;BR-324;AMELIA RODRIGUES;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;1
PB;BR-230;JOAO PESSOA;8;3;QUINTA-FEIRA;3;0;20;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CHUVA;DUPLA;RETA;NÃO;0
RO;BR-364;VILHENA;5;2;SEGUNDA-FEIRA;0;0;15;15H-17H;TARDE;ANOITECER;ESTACIONAR OU PARAR EM LOCAL PROIBIDO;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-101;GOVERNADOR CELSO RAMOS;8;3;QUINTA-FEIRA;3;0;20;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;NÃO;0
MS;BR-163;CAARAPO;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;NUBLADO;SIMPLES;RETA;SIM;0
PR;BR-373;CANDOI;8;3;QUINTA-FEIRA;3;0;20;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;CURVA;NÃO;1
RS;BR-472;SAO BORJA;8;3;QUINTA-FEIRA;3;0;20;18H-20H;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
PE;BR-232;CARUARU;8;3;QUINTA-FEIRA;3;0;23;21H-23H;NOITE;PLENA NOITE;CHUVA;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;"RETA;DECLIVE";NÃO;0
MG;BR-116;INHAPIM;8;3;QUINTA-FEIRA;3;0;22;21H-23H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
GO;BR-153;PORANGATU;8;3;QUINTA-FEIRA;3;0;21;21H-23H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-040;SANTOS DUMONT;8;3;QUINTA-FEIRA;3;0;23;21H-23H;NOITE;PLENA NOITE;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;1
PB;BR-101;SANTA RITA;8;3;QUINTA-FEIRA;3;0;23;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CHUVA;DUPLA;RETA;NÃO;0
MG;BR-381;BOM JESUS DO AMPARO;8;3;SEXTA-FEIRA;4;0;0;00H-02H;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-101;ITAPEMA;8;3;SEXTA-FEIRA;4;0;0;00H-02H;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;DUPLA;RETA;SIM;0
BA;BR-101;RIO REAL;8;3;SEXTA-FEIRA;4;0;4;03H-05H;MADRUGADA;AMANHECER;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NEVOEIRO/NEBLINA;SIMPLES;RETA;NÃO;0
MG;BR-153;MONTE ALEGRE DE MINAS;8;3;SEXTA-FEIRA;4;0;6;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;"RETA;ACLIVE";NÃO;0
PR;BR-277;GUARANIACU;8;3;SEXTA-FEIRA;4;0;5;03H-05H;MADRUGADA;AMANHECER;CONDUTOR DORMINDO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
MS;BR-158;APARECIDA DO TABOADO;8;3;SEXTA-FEIRA;4;0;4;03H-05H;MADRUGADA;AMANHECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;SIMPLES;"RETA;ACLIVE";NÃO;0
MG;BR-153;CANAPOLIS;8;3;SEXTA-FEIRA;4;0;5;03H-05H;MADRUGADA;PLENA NOITE;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;DERRAMAMENTO DE CARGA;CHUVA;DUPLA;"DECLIVE;RETA";NÃO;0
PB;BR-230;CABEDELO;8;3;SEXTA-FEIRA;4;0;6;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;CHUVA;DUPLA;RETA;NÃO;0
MG;BR-040;CONTAGEM;8;3;SEXTA-FEIRA;4;0;7;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;ACLIVE";SIM;0
MT;BR-070;BARRA DO GARCAS;8;3;SEXTA-FEIRA;4;0;7;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-116;CAMPINA GRANDE DO SUL;8;3;SEXTA-FEIRA;4;0;7;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;GAROA/CHUVISCO;SIMPLES;"RETA;DECLIVE";NÃO;1
RJ;BR-040;DUQUE DE CAXIAS;8;3;SEXTA-FEIRA;4;0;8;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
ES;BR-101;JAGUARE;8;3;SEXTA-FEIRA;4;0;9;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MT;BR-364;PEDRA PRETA;8;3;SEXTA-FEIRA;4;0;9;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DORMINDO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-116;NOVA IGUACU;8;3;SEXTA-FEIRA;4;0;0;00H-02H;MADRUGADA;AMANHECER;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
SP;BR-153;SAO JOSE DO RIO PRETO;8;3;SEXTA-FEIRA;4;0;12;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;1
SC;BR-480;CHAPECO;8;3;SEXTA-FEIRA;4;0;12;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;"RETA;ACLIVE;VIADUTO";SIM;0
MS;BR-163;DOURADOS;8;3;SEXTA-FEIRA;4;0;6;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-381;ITAGUARA;8;3;SEXTA-FEIRA;4;0;12;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CHUVA;DUPLA;"RETA;ACLIVE";NÃO;0
BA;BR-101;ITABELA;8;3;SEXTA-FEIRA;4;0;13;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"DECLIVE;CURVA";NÃO;1
TO;BR-153;SANTA RITA DO TOCANTINS;3;1;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL SENTIDO OPOSTO;NUBLADO;SIMPLES;RETA;NÃO;1
RJ;BR-116;SEROPEDICA;8;3;SEXTA-FEIRA;4;0;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"ACLIVE;RETA;EM OBRAS";SIM;0
ES;BR-101;VIANA;8;3;SEXTA-FEIRA;4;0;14;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;RETORNO REGULAMENTADO";SIM;0
SP;BR-153;ICEM;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-376;ORTIGUEIRA;8;3;SEXTA-FEIRA;4;0;13;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
DF;BR-020;BRASILIA;8;3;SEXTA-FEIRA;4;0;15;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;"DESVIO TEMPORÁRIO;EM OBRAS;RETA";SIM;0
PE;BR-423;GARANHUNS;8;3;SEXTA-FEIRA;4;0;14;12H-14H;TARDE;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CHUVA;SIMPLES;INTERSEÇÃO DE VIAS;SIM;0
SP;BR-116;CAJATI;8;3;SEXTA-FEIRA;4;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"DECLIVE;RETA";NÃO;0
PR;BR-277;GUARANIACU;7;3;SEXTA-FEIRA;4;0;6;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;NEVOEIRO/NEBLINA;SIMPLES;RETA;NÃO;0
PE;BR-232;JABOATAO DOS GUARARAPES;8;3;SEXTA-FEIRA;4;0;16;15H-17H;TARDE;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;IGNORADO;DUPLA;"RETA;VIADUTO";SIM;1
RO;BR-364;CACOAL;8;3;SEXTA-FEIRA;4;0;12;12H-14H;TARDE;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;SOL;SIMPLES;RETA;NÃO;1
PA;BR-163;SANTAREM;8;3;TERÇA-FEIRA;1;0;11;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-116;VITORIA DA CONQUISTA;8;3;SEXTA-FEIRA;4;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-040;CONSELHEIRO LAFAIETE;8;3;SEXTA-FEIRA;4;0;14;12H-14H;TARDE;PLENO DIA;PISTA ESCORREGADIA;COLISÃO FRONTAL;CHUVA;SIMPLES;"DECLIVE;CURVA";NÃO;1
PR;BR-163;BARRACAO;8;3;SEXTA-FEIRA;4;0;16;15H-17H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;CÉU CLARO;SIMPLES;"ACLIVE;RETA";NÃO;0
PR;BR-376;NOVA ESPERANCA;7;3;SÁBADO;5;1;19;18H-20H;NOITE;PLENA NOITE;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;NÃO;0
AL;BR-104;BRANQUINHA;8;3;SEXTA-FEIRA;4;0;10;09H-11H;MANHÃ;PLENO DIA;ACUMULO DE ÁGUA SOBRE O PAVIMENTO;TOMBAMENTO;CHUVA;SIMPLES;CURVA;NÃO;0
BA;BR-324;CANDEIAS;8;3;SEXTA-FEIRA;4;0;18;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
ES;BR-101;CARIACICA;6;2;TERÇA-FEIRA;1;0;0;00H-02H;MADRUGADA;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CHUVA;DUPLA;RETA;NÃO;0
SC;BR-282;NOVA ERECHIM;8;3;SEXTA-FEIRA;4;0;16;15H-17H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;ENGAVETAMENTO;CÉU CLARO;SIMPLES;RETA;SIM;0
SC;BR-101;LAGUNA;8;3;SEXTA-FEIRA;4;0;17;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;NUBLADO;DUPLA;RETA;SIM;0
SP;BR-116;ITAPECERICA DA SERRA;8;3;SEXTA-FEIRA;4;0;19;18H-20H;NOITE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;DECLIVE;SIM;0
MG;BR-381;BETIM;8;3;SEXTA-FEIRA;4;0;19;18H-20H;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;ENGAVETAMENTO;CHUVA;DUPLA;RETA;NÃO;0
BA;BR-101;TEIXEIRA DE FREITAS;8;3;SEXTA-FEIRA;4;0;17;15H-17H;TARDE;ANOITECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RS;BR-290;SANTO ANTONIO DA PATRULHA;8;3;SEXTA-FEIRA;4;0;18;18H-20H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;NÃO;0
RJ;BR-116;BARRA MANSA;8;3;SEXTA-FEIRA;4;0;20;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CHUVA;DUPLA;DECLIVE;SIM;0
GO;BR-060;SANTO ANTONIO DO DESCOBERTO;8;3;SEXTA-FEIRA;4;0;20;18H-20H;NOITE;PLENA NOITE;CHUVA;COLISÃO COM OBJETO;CHUVA;DUPLA;"PONTE;CURVA;ACLIVE";NÃO;0
PI;BR-407;GEMINIANO;8;3;SEXTA-FEIRA;4;0;17;15H-17H;TARDE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-277;PARANAGUA;8;3;SEXTA-FEIRA;4;0;21;21H-23H;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;SIM;0
RS;BR-158;JULIO DE CASTILHOS;8;3;SEXTA-FEIRA;4;0;20;18H-20H;NOITE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-163;CASCAVEL;8;3;SEXTA-FEIRA;4;0;20;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"ACLIVE;CURVA";NÃO;0
MG;BR-251;RUBELITA;8;3;SEXTA-FEIRA;4;0;19;18H-20H;NOITE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;"DECLIVE;CURVA";NÃO;0
PR;BR-116;MANDIRITUBA;8;3;SEXTA-FEIRA;4;0;23;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;NÃO;0
RJ;BR-116;BARRA MANSA;8;3;SEXTA-FEIRA;4;0;21;21H-23H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CHUVA;DUPLA;CURVA;SIM;0
MG;BR-116;ALEM PARAIBA;8;3;SEXTA-FEIRA;4;0;21;21H-23H;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO LATERAL SENTIDO OPOSTO;CHUVA;SIMPLES;CURVA;NÃO;0
MG;BR-116;TEOFILO OTONI;8;3;SEXTA-FEIRA;4;0;17;15H-17H;TARDE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;"RETA;PONTE;DECLIVE";NÃO;0
MG;BR-262;NOVA SERRANA;8;3;SEXTA-FEIRA;4;0;22;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-476;SAO MATEUS DO SUL;8;3;SEXTA-FEIRA;4;0;22;21H-23H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
GO;BR-050;IPAMERI;8;3;SÁBADO;5;1;3;03H-05H;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-040;NOVA LIMA;8;3;SÁBADO;5;1;3;03H-05H;MADRUGADA;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;GAROA/CHUVISCO;SIMPLES;RETA;SIM;0
MG;BR-381;GOVERNADOR VALADARES;8;3;SÁBADO;5;1;1;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
